  arc_length_s     gamma_x(s)       gamma_y(s)       gamma_z(s)
  5.400000e+00    5.142781e+00    0.000000e+00    1.917771e+00
  5.420000e+00    5.159935e+00    0.000000e+00    1.928054e+00
  5.440000e+00    5.177069e+00    0.000000e+00    1.938371e+00
  5.460000e+00    5.194182e+00    0.000000e+00    1.948722e+00
  5.480000e+00    5.211274e+00    0.000000e+00    1.959108e+00
  5.500000e+00    5.228345e+00    0.000000e+00    1.969527e+00
  5.520000e+00    5.245396e+00    0.000000e+00    1.979981e+00
  5.540000e+00    5.262425e+00    0.000000e+00    1.990469e+00
  5.560000e+00    5.279434e+00    0.000000e+00    2.000991e+00
  5.580000e+00    5.296421e+00    0.000000e+00    2.011547e+00
  5.600000e+00    5.313388e+00    0.000000e+00    2.022137e+00
  5.620000e+00    5.330333e+00    0.000000e+00    2.032760e+00
  5.640000e+00    5.347257e+00    0.000000e+00    2.043418e+00
  5.660000e+00    5.364159e+00    0.000000e+00    2.054109e+00
  5.680000e+00    5.381040e+00    0.000000e+00    2.064834e+00
  5.700000e+00    5.397900e+00    0.000000e+00    2.075593e+00
  5.720000e+00    5.414738e+00    0.000000e+00    2.086386e+00
  5.740000e+00    5.431554e+00    0.000000e+00    2.097212e+00
  5.760000e+00    5.448349e+00    0.000000e+00    2.108072e+00
  5.780000e+00    5.465122e+00    0.000000e+00    2.118966e+00
  5.800000e+00    5.481873e+00    0.000000e+00    2.129893e+00
  5.820000e+00    5.498602e+00    0.000000e+00    2.140853e+00
  5.840000e+00    5.515309e+00    0.000000e+00    2.151847e+00
  5.860000e+00    5.531995e+00    0.000000e+00    2.162874e+00
  5.880000e+00    5.548658e+00    0.000000e+00    2.173935e+00
  5.900000e+00    5.565299e+00    0.000000e+00    2.185029e+00
  5.920000e+00    5.581918e+00    0.000000e+00    2.196156e+00
  5.940000e+00    5.598514e+00    0.000000e+00    2.207317e+00
  5.960000e+00    5.615088e+00    0.000000e+00    2.218510e+00
  5.980000e+00    5.631640e+00    0.000000e+00    2.229737e+00
