arc_length_s   gamma_x(s)    gamma_y(s)   gamma_z(s)
1.918e-00      -7.780e-02    2.897e-01    1.958e-00
1.920e-00      -8.210e-02    2.885e-01    1.960e-00
1.922e-00      -8.640e-02    2.873e-01    1.962e-00
1.924e-00      -9.070e-02    2.859e-01    1.964e-00
1.926e-00      -9.500e-02    2.846e-01    1.966e-00
1.928e-00      -9.930e-02    2.831e-01    1.968e-00
1.930e-00      -1.035e-01    2.816e-01    1.970e-00
1.932e-00      -1.077e-01    2.800e-01    1.972e-00
1.934e-00      -1.119e-01    2.783e-01    1.974e-00
1.936e-00      -1.161e-01    2.766e-01    1.976e-00
1.938e-00      -1.202e-01    2.749e-01    1.978e-00
1.940e-00      -1.244e-01    2.730e-01    1.980e-00
1.942e-00      -1.284e-01    2.711e-01    1.982e-00
1.944e-00      -1.325e-01    2.692e-01    1.984e-00
1.946e-00      -1.365e-01    2.671e-01    1.986e-00
1.948e-00      -1.405e-01    2.651e-01    1.988e-00
1.950e-00      -1.445e-01    2.629e-01    1.990e-00
1.952e-00      -1.484e-01    2.607e-01    1.992e-00
1.954e-00      -1.523e-01    2.585e-01    1.994e-00
1.956e-00      -1.562e-01    2.561e-01    1.996e-00
1.958e-00      -1.600e-01    2.538e-01    1.998e-00
1.960e-00      -1.638e-01    2.513e-01    2.000e-00
1.962e-00      -1.675e-01    2.489e-01    2.002e-00
1.964e-00      -1.713e-01    2.463e-01    2.004e-00
1.966e-00      -1.749e-01    2.437e-01    2.006e-00
1.968e-00      -1.786e-01    2.411e-01    2.008e-00
1.970e-00      -1.822e-01    2.383e-01    2.010e-00
1.972e-00      -1.857e-01    2.356e-01    2.012e-00
1.974e-00      -1.893e-01    2.328e-01    2.014e-00
1.976e-00      -1.927e-01    2.299e-01    2.016e-00
1.978e-00      -1.962e-01    2.270e-01    2.018e-00
1.980e-00      -1.995e-01    2.240e-01    2.020e-00
1.982e-00      -2.029e-01    2.210e-01    2.022e-00
1.984e-00      -2.062e-01    2.179e-01    2.024e-00
1.986e-00      -2.094e-01    2.148e-01    2.026e-00
1.988e-00      -2.126e-01    2.116e-01    2.028e-00
1.990e-00      -2.158e-01    2.084e-01    2.030e-00
1.992e-00      -2.189e-01    2.052e-01    2.032e-00
1.994e-00      -2.219e-01    2.018e-01    2.034e-00
1.996e-00      -2.250e-01    1.985e-01    2.036e-00
1.998e-00      -2.279e-01    1.951e-01    2.038e-00
2.000e-00      -2.279e-01    1.951e-01    2.038e-00
2.002e-00      -2.279e-01    1.951e-01    2.038e-00
2.004e-00      -2.279e-01    1.951e-01    2.038e-00
2.006e-00      -2.279e-01    1.951e-01    2.038e-00
2.008e-00      -2.279e-01    1.951e-01    2.038e-00
2.010e-00      -2.279e-01    1.951e-01    2.038e-00
2.012e-00      -2.279e-01    1.951e-01    2.038e-00
2.014e-00      -2.279e-01    1.951e-01    2.038e-00
2.016e-00      -2.279e-01    1.951e-01    2.038e-00
2.018e-00      -2.279e-01    1.951e-01    2.038e-00
2.020e-00      -2.279e-01    1.951e-01    2.038e-00
2.022e-00      -2.279e-01    1.951e-01    2.038e-00
2.024e-00      -2.279e-01    1.951e-01    2.038e-00
2.026e-00      -2.279e-01    1.951e-01    2.038e-00
2.028e-00      -2.279e-01    1.951e-01    2.038e-00
2.030e-00      -2.279e-01    1.951e-01    2.038e-00
2.032e-00      -2.279e-01    1.951e-01    2.038e-00
2.034e-00      -2.279e-01    1.951e-01    2.038e-00
2.036e-00      -2.279e-01    1.951e-01    2.038e-00
2.038e-00      -2.279e-01    1.951e-01    2.038e-00
2.040e-00      -2.279e-01    1.951e-01    2.038e-00
2.042e-00      -2.279e-01    1.951e-01    2.038e-00
2.044e-00      -2.279e-01    1.951e-01    2.038e-00
2.046e-00      -2.279e-01    1.951e-01    2.038e-00
2.048e-00      -2.279e-01    1.951e-01    2.038e-00
2.050e-00      -2.279e-01    1.951e-01    2.038e-00
2.052e-00      -2.279e-01    1.951e-01    2.038e-00
2.054e-00      -2.279e-01    1.951e-01    2.038e-00
2.056e-00      -2.279e-01    1.951e-01    2.038e-00
2.058e-00      -2.279e-01    1.951e-01    2.038e-00
2.060e-00      -2.279e-01    1.951e-01    2.038e-00
2.062e-00      -2.279e-01    1.951e-01    2.038e-00
2.064e-00      -2.279e-01    1.951e-01    2.038e-00
2.066e-00      -2.279e-01    1.951e-01    2.038e-00
2.068e-00      -2.279e-01    1.951e-01    2.038e-00
2.070e-00      -2.279e-01    1.951e-01    2.038e-00
2.072e-00      -2.279e-01    1.951e-01    2.038e-00
2.074e-00      -2.279e-01    1.951e-01    2.038e-00
2.076e-00      -2.279e-01    1.951e-01    2.038e-00
2.078e-00      -2.279e-01    1.951e-01    2.038e-00
2.080e-00      -2.279e-01    1.951e-01    2.038e-00
2.082e-00      -2.279e-01    1.951e-01    2.038e-00
2.084e-00      -2.279e-01    1.951e-01    2.038e-00
2.086e-00      -2.279e-01    1.951e-01    2.038e-00
2.088e-00      -2.279e-01    1.951e-01    2.038e-00
2.090e-00      -2.279e-01    1.951e-01    2.038e-00
2.092e-00      -2.279e-01    1.951e-01    2.038e-00
2.094e-00      -2.279e-01    1.951e-01    2.038e-00
2.096e-00      -2.279e-01    1.951e-01    2.038e-00
2.098e-00      -2.279e-01    1.951e-01    2.038e-00
