   arc_length_s     gamma_x(s)      gamma_y(s)      gamma_z(s)
   2.680000e+00    2.180000e+00    0.000000e+00    5.000000e-01
   2.700000e+00    2.200000e+00    0.000000e+00    5.000000e-01
   2.720000e+00    2.220000e+00    0.000000e+00    5.000000e-01
   2.740000e+00    2.240000e+00    0.000000e+00    5.000000e-01
   2.760000e+00    2.260000e+00    0.000000e+00    5.000000e-01
   2.780000e+00    2.280000e+00    0.000000e+00    5.000000e-01
   2.800000e+00    2.300000e+00    0.000000e+00    5.000000e-01
   2.820000e+00    2.320000e+00    0.000000e+00    5.000000e-01
   2.840000e+00    2.340000e+00    0.000000e+00    5.000000e-01
   2.860000e+00    2.360000e+00    0.000000e+00    5.000000e-01
   2.880000e+00    2.380000e+00    0.000000e+00    5.000000e-01
   2.900000e+00    2.400000e+00    0.000000e+00    5.000000e-01
   2.920000e+00    2.420000e+00    0.000000e+00    5.000000e-01
   2.940000e+00    2.440000e+00    0.000000e+00    5.000000e-01
   2.960000e+00    2.460000e+00    0.000000e+00    5.000000e-01
   2.980000e+00    2.480000e+00    0.000000e+00    5.000000e-01
   3.000000e+00    2.500000e+00    0.000000e+00    5.000000e-01
   3.020000e+00    2.520000e+00    0.000000e+00    5.000000e-01
   3.040000e+00    2.540000e+00    0.000000e+00    5.000000e-01
   3.060000e+00    2.560000e+00    0.000000e+00    5.000000e-01
   3.080000e+00    2.580000e+00    0.000000e+00    5.000000e-01
   3.100000e+00    2.600000e+00    0.000000e+00    5.000000e-01
   3.120000e+00    2.620000e+00    0.000000e+00    5.000000e-01
   3.140000e+00    2.640000e+00    0.000000e+00    5.000000e-01
   3.160000e+00    2.660000e+00    0.000000e+00    5.000000e-01
   3.180000e+00    2.680000e+00    0.000000e+00    5.000000e-01
   3.200000e+00    2.700000e+00    0.000000e+00    5.000000e-01
   3.220000e+00    2.720000e+00    0.000000e+00    5.000000e-01
   3.240000e+00    2.740000e+00    0.000000e+00    5.000000e-01
   3.260000e+00    2.760000e+00    0.000000e+00    5.000000e-01
   3.280000e+00    2.780000e+00    0.000000e+00    5.000000e-01
   3.300000e+00    2.800000e+00    0.000000e+00    5.000000e-01
   3.320000e+00    2.820000e+00    0.000000e+00    5.000000e-01
   3.340000e+00    2.840000e+00    0.000000e+00    5.000000e-01
   3.360000e+00    2.860000e+00    0.000000e+00    5.000000e-01
   3.380000e+00    2.880000e+00    0.000000e+00    5.000000e-01
   3.400000e+00    2.900000e+00    0.000000e+00    5.000000e-01
   3.420000e+00    2.920000e+00    0.000000e+00    5.000000e-01
   3.440000e+00    2.940000e+00    0.000000e+00    5.000000e-01
   3.460000e+00    2.960000e+00    0.000000e+00    5.000000e-01
   3.480000e+00    2.980000e+00    0.000000e+00    5.000000e-01
   3.500000e+00    3.000000e+00    0.000000e+00    5.000000e-01
   3.520000e+00    3.020000e+00    0.000000e+00    5.000000e-01
   3.540000e+00    3.040000e+00    0.000000e+00    5.000000e-01
   3.560000e+00    3.060000e+00    0.000000e+00    5.000000e-01
   3.580000e+00    3.080000e+00    0.000000e+00    5.000000e-01
   3.600000e+00    3.100000e+00    0.000000e+00    5.000000e-01
   3.620000e+00    3.120000e+00    0.000000e+00    5.000000e-01
   3.640000e+00    3.140000e+00    0.000000e+00    5.000000e-01
   3.660000e+00    3.160000e+00    0.000000e+00    5.000000e-01
   3.680000e+00    3.180000e+00    0.000000e+00    5.000000e-01
